COURSE_CODE,COURSE_TITLE,QUIZ GLOBAL TITLE ,GLOBAL QUIZ_CODE,GLOBAL QUIZ QUESTION_CODE,Quiz,option 1,answer,option2,answer,option 4,answer,option5,answer,option6,answer,option7,answer
FMPS_C001,التواصل المهني ,التواصل المهني  الاختبار النهائي,FMPS_C001_QG1,FMPS_C001_QG1_Q16,"""أي من الوسائل التالية يعتبر وسيلة تواصل غير لفظية؟
أ. البريد الإلكتروني
ب. الاتصال الهاتفي
ج. تعبيرات الوجه ""                                                ",أ. البريد الإلكتروني,false ,ب. الاتصال الهاتفي,false ,"ج. تعبيرات الوجه """,true ,,,,,,
FMPS_C001,التواصل المهني ,التواصل المهني  الاختبار النهائي,FMPS_C001_QG1,FMPS_C001_QG1_Q17,تعتبر الوسائل الالكترونية هي وسيلة التواصل المعمول بها داخل أغلب المؤسسات,خطأ,false ,صحيح,true ,,,,,,,,
FMPS_C001,التواصل المهني ,التواصل المهني  الاختبار النهائي,FMPS_C001_QG1,FMPS_C001_QG1_Q18,من سلبيات الوسائل الكتابية أنها بطيئة في ايصال المعلومة واحتمال الفهم الخاطئ لها,صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C001,التواصل المهني ,التواصل المهني  الاختبار النهائي,FMPS_C001_QG1,FMPS_C001_QG1_Q19,هل التواصل العمودي يمكن أن يكون تصاعديا,صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C001,التواصل المهني ,التواصل المهني  الاختبار النهائي,FMPS_C001_QG1,FMPS_C001_QG1_Q20,"ماهو نوع التواصل الذي يتم بين أفراد في نفس المستوى الوظيفي؟
أ. عمودي
ب. أفقي
ج. تنازلي
د. تصاعدي",أ. عمودي,false ,ب. أفقي,true ,ج. تنازلي,false ,د. تصاعدي,false ,,,,
FMPS_C001,التواصل المهني ,التواصل المهني  الاختبار النهائي,FMPS_C001_QG1,FMPS_C001_QG1_Q21,"التواصل الذي يبدأ من الأسفل إلى الأعلى يسمى:
أ. أفقي
ب. تنازلي
ج. تصاعدي",أ. أفقي,false ,ب. تنازلي,false ,ج. تصاعدي,true ,,,,,,
FMPS_C001,التواصل المهني ,التواصل المهني  الاختبار النهائي,FMPS_C001_QG1,FMPS_C001_QG1_Q22,يشير التواصل الأفقي إلى الاتصالات بين المستويات المختلفة في السلم الإداري,خطأ,false ,صحيح,true ,,,,,,,,
FMPS_C001,التواصل المهني ,التواصل المهني  الاختبار النهائي,FMPS_C001_QG1,FMPS_C001_QG1_Q23,يعتبر التواصل الذي يربط بين الإدارة والمربي تواصلا تربويا فقط,خطأ,false ,صحيح,true ,,,,,,,,
FMPS_C001,التواصل المهني ,التواصل المهني  الاختبار النهائي,FMPS_C001_QG1,FMPS_C001_QG1_Q24,"ماهي العبارات التي تعبر بدقة عن طبيعة التواصل التربوي كنوع من أنواع التواصل الرسمي؟
أ. هو تواصل غير رسمي بين التلاميذ داخل الفضاء المدرسي
ب. هو مجموع العلاقات المنظمة بين المربي وأولياء الأمور داخل فضاء مشترك
ج. هو تبادل اجتماعي يهدف للترفيه داخل المدرسة",أ. هو تواصل غير رسمي بين التلاميذ داخل الفضاء المدرسي,false ,ب. هو مجموع العلاقات المنظمة بين المربي وأولياء الأمور داخل فضاء مشترك,true ,ج. هو تبادل اجتماعي يهدف للترفيه داخل المدرسة,false ,,,,,,
FMPS_C001,التواصل المهني ,التواصل المهني  الاختبار النهائي,FMPS_C001_QG1,FMPS_C001_QG1_Q25,من بين عناصر الحوار الفعّال اختيار الكلمات المناسبة,صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C001,التواصل المهني ,التواصل المهني  الاختبار النهائي,FMPS_C001_QG1,FMPS_C001_QG1_Q26,لغة الجسد لا تؤثر على فعالية التواصل ,خطأ,false ,صحيح,true ,,,,,,,,
FMPS_C001,التواصل المهني ,التواصل المهني  الاختبار النهائي,FMPS_C001_QG1,FMPS_C001_QG1_Q27,"ما هو العنصر الأساسي في مهارة التحدث والإقناع؟
أ. تجاهل الطرف الآخر
ب. اختيار الألفاظ المناسبة
ج. التحدث بسرعة",أ. تجاهل الطرف الآخر,false ,ب. اختيار الألفاظ المناسبة,true ,ج. التحدث بسرعة,false ,,,,,,
FMPS_C001,التواصل المهني ,التواصل المهني  الاختبار النهائي,FMPS_C001_QG1,FMPS_C001_QG1_Q29,"ما الهدف الاساسي من انفتاح المؤسسة على محيطها
أ. التكيف مع المحيط
ب. توطيد الصلات مع الجهات الداعمة
ج. تقليد المؤسسات الاخرى",أ. التكيف مع المحيط,false ,ب. توطيد الصلات مع الجهات الداعمة,true ,ج. تقليد المؤسسات الاخرى,false ,,,,,,
FMPS_C001,التواصل المهني ,التواصل المهني  الاختبار النهائي,FMPS_C001_QG1,FMPS_C001_QG1_Q30,"من بين مظاهر الانفتاح الفعال للمؤسسة
أ. غياب التواصل مع الشركاء
ب. البحث عن شركاء جدد
ج. رفض المقترحات الجديدة",أ. غياب التواصل مع الشركاء,false ,ب. البحث عن شركاء جدد,true ,ج. رفض المقترحات الجديدة,false ,,,,,,
FMPS_C001,التواصل المهني ,التواصل المهني  الاختبار النهائي,FMPS_C001_QG1,FMPS_C001_QG1_Q31,"من الأفضل استخدام لغة عامية في التواصل المهني من أجل أن يفهم الطرف الاخر المقصود بوضوح						",خطأ,false ,صحيح,true ,,,,,,,,
FMPS_C001,التواصل المهني ,التواصل المهني  الاختبار النهائي,FMPS_C001_QG1,FMPS_C001_QG1_Q32,"""ماهو السلوك الذي يعزز التواصل الإيجابي داخل المؤسسة؟
أ. رفع الصوت
ب. احترام الآخرين
ج. الحديث بدون توقف""						",أ. رفع الصوت,false ,ب. احترام الآخرين,true ,"ج. الحديث بدون توقف""",false ,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q1,التواصل الغير عنيف يقوم على استخدام العقاب كأسلوب رئيسي للتوجيه,خطأ,false ,صحيح,true ,,,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q2,من أدوار المربي توفير نمودج إيجابي يمكن الطفل من الاقتداء به,صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q3,الاطلاع على مبادئ التواصل الغير العنيف يمكن المربي من خلق بيئة تعليمية صحية,صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q4,استخدام العقاب الجسدي يدخل ضمن أساليب التواصل غير العنيف ,خطأ,false ,صحيح,true ,,,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q5,"ماهو الدور الأساسي للمربي في التواصل الغير العنيف؟
أ- فرض قواعد صارمة
ب-تجاهل مشاعر الطفل
ج-تقديم نموذج إيجابي في التواصل ",أ- فرض قواعد صارمة,false ,ب-تجاهل مشاعر الطفل,false ,ج-تقديم نموذج إيجابي في التواصل,true ,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q6,"ما الذي يساعد في خلق بيئة تعليمية صحية 
أ- الإعتماد على أساليب تقليدية في التواصل 
ب-الالمام بمفهوم التواصل غير العنيف بمقوماته و مبادئه 
ج-تجاهل احتياجات الأطفال ",أ- الإعتماد على أساليب تقليدية في التواصل,false ,ب-الالمام بمفهوم التواصل غير العنيف بمقوماته و مبادئه,true ,ج-تجاهل احتياجات الأطفال,false ,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q7,التواصل غير العنيف يتطلب فهم احتيتجات الطفل و تلبيتها ,صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q8,"التواصل غير العنيف هو:
أ-أسلوب في فرض القوانين 
ب-طريقة للتواصل تعتمد على الإحترام المتبادل 
ج- وسيلة للتحكم في سلوك الطفل بالقوة ",أ-أسلوب في فرض القوانين,false ,ب-طريقة للتواصل تعتمد على الإحترام المتبادل,true ,ج- وسيلة للتحكم في سلوك الطفل بالقوة,false ,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q9,"أي مما يلي لا يتماشى مع أسلوب التواصل غير العنيف 
أ- استخدام الكلمات المهينة 
ب- اختيار تعابير مناسبة 
ج- احترام الطرف الاخر 
د- فهم احتياجات الطفل ",أ- استخدام الكلمات المهينة,false ,ب- اختيار تعابير مناسبة,true ,ج- احترام الطرف الاخر,true ,د- فهم احتياجات الطفل,true ,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q11,"من بين الأهداف الأساسية للتواصل غير العنيف :
أ- الوصول الى حلول تلبي احتياجات جميع الأطراف 
ب- جعل الأطفال يطيعون دون نقاش 
ج-تقوية السلطة التربوية ",أ- الوصول الى حلول تلبي احتياجات جميع الأطراف,false ,ب- جعل الأطفال يطيعون دون نقاش,true ,ج-تقوية السلطة التربوية,false ,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q12,"التواصل غير العنيف يساعد الأطفال على :
أ-كتمان مشاعرهم بدل مشاركتها
ب-تنمية مهاراتهم الاجتماعية و العاطفية 
ج-تنفيد الأوامر فقط",أ-كتمان مشاعرهم بدل مشاركتها,false ,ب-تنمية مهاراتهم الاجتماعية و العاطفية ,true ,ج-تنفيد الأوامر فقط,false ,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q13,"أي مما يلي يسهم في تحقيق التواصل غير العنيف مع الأطفال
أ مساعدتهم على فهم مشاعرهم 
ب- تجاهل مشاعرهم 
ج-تنمية مهاراتهم الاجتماعية",أ مساعدتهم على فهم مشاعرهم,true ,ب- تجاهل مشاعرهم,false ,ج-تنمية مهاراتهم الاجتماعية,true ,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q14,التحدث مع الطفل بنبرة تهديد يعزز ثقته بنفسه ,خطأ,false ,صحيح,true ,,,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q15,من المهم ان نشعر الطفل بان كلامه لا قيمة له حتى نعلمه الصمت ,خطأ,false ,صحيح,true ,,,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q16,تعزيز الإنجازات الصغيرة للطفل يعزز ثقته بنفسه ,صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q17,لغة الجسد الإيجابية تدعم التواصل الفعال مع الطفل ,صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q18,من الضروري استخدام أسلوب التهديد لفرض الاحترام ,خطأ,false ,صحيح,true ,,,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q19,إعطاء قيمة لكلام الطفل يعتبر من مبادئ التواصل غير العنيف ,صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q20,. يساعد الذكاء العاطفي الطفل على بناء علاقات اجتماعية صحية ,صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q21,. التواصل غير  العنيف يمنع الطفل من التعبير عن مشاعره السلبية,خطأ,false ,صحيح,true ,,,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q22,. الذكاء العاطفي يعزز قدرة الطفل على حل المشكلات بطريقة بناءة ,صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q23,. من مضاهر الذكاء العاطفي ان يفرض الطفل رأيه على الاخرين,خطأ,false ,صحيح,true ,,,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q24,. التواصل غير العنيف يتطلب من الطفل كبت مشاعره و عدم اضهارها,خطأ,false ,صحيح,true ,,,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q25,. احترام الذات و الغير من المهارات المرتبطة بالذكاء العاطفي ,صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q26,يجب على المربي ان يكون  هادئا في كلامه و يتعامل مع الأطفال بأحترام ,صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q27,توفير بيئة امنة غير ضروري لمساعدة الطفل على التعبير عن مشاعره و حاجياته,خطأ,false ,صحيح,true ,,,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q28,لا حاجة لتطبيق التواصل الغير عنيف في المنزل مادمنا نعتمده في المدرسة,خطأ,false ,صحيح,true ,,,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q29,"توفير بيئة امنة يساعد الطفل على:
 أ-التعبير بحرية 
ب- الصراخ فقط للتعبير
ج- الاندماج داخل المجموعة ",أ-التعبير بحرية,true ,ب- الصراخ فقط للتعبير,false ,ج- الاندماج داخل المجموعة,true ,,,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q30,"""ماهي العوامل التي يجب ان يوفرها المربي لتنمية التواصل غير العنيف؟
ا-ان يكون نمودجا يحتدى به
ب-توفير بيئة امنة و داعمة
ج-تجاهل التواصل مع اهل الطفل
د-توعية الإباء حول التواصل غير العنيف""                                ",ا-ان يكون نمودجا يحتدى به,true ,ب-توفير بيئة امنة و داعمة,false ,ج-تجاهل التواصل مع اهل الطفل,false ,"د-توعية الإباء حول التواصل غير العنيف""",true ,,,,
FMPS_C002,التواصل الغير العنيف,التواصل الغير العنيف الاختبار النهائي,FMPS_C002_QG2,FMPS_C002_QG2_Q31,"""مربية تتحدث بنبرة هادئة ومحترمة مع طفل يعبر عن احباطه بسبب صعوبة في انجاز النشاط. كيف يؤثر هذا الأسلوب على مهارات التواصل غير العنيف عند الطفل؟
ا-يعزز الثقة ويشجع الطفل على التعبير
ب-يجعل الطفل يشعر بالخوف
ج-يقلل من رغبة الطفل في الكلام
د-يثير عدوانية الطفل""				",ا-يعزز الثقة ويشجع الطفل على التعبير,true ,ب-يجعل الطفل يشعر بالخوف,false ,ج-يقلل من رغبة الطفل في الكلام,false ,"د-يثير عدوانية الطفل""",false ,,,,
FMPS_C003,التربية الوالدية,التربية الوالدية الاختبار النهائي,FMPS_C003_QG3,FMPS_C003_QG3_Q1,"صحيح او  خطأ
التربية الوالدية هي الممارسات والخبرات التي يطبقها الآباء مع أطفالهم
",صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C003,التربية الوالدية,التربية الوالدية الاختبار النهائي,FMPS_C003_QG3,FMPS_C003_QG3_Q2,"صحيح او  خطأ
التربية الوالدية تحتاج تأمين مجموعة من الحاجيات كالحاجة العاطفية، الحاجة البيولوجية، الحاجة المادية، الحاجة الفكرية، الحاجة الاجتماعية
",صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C003,التربية الوالدية,التربية الوالدية الاختبار النهائي,FMPS_C003_QG3,FMPS_C003_QG3_Q3,"صحيح او  خطأ
التربية الوالدية هي المرحلة التي توضع فيها الأسس التي سترتكز عليها شخصية الطفل فيما بعد. 


",صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C003,التربية الوالدية,التربية الوالدية الاختبار النهائي,FMPS_C003_QG3,FMPS_C003_QG3_Q4,"صحيح او  خطأ
من غايات التربية الوالدية:
تحقيق الاندماج الاجتماعي للطفل
تشكيل شخصية الطفل

 


",صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C003,التربية الوالدية,التربية الوالدية الاختبار النهائي,FMPS_C003_QG3,FMPS_C003_QG3_Q5,"صحيح او  خطأ
لا يهم معرفة الوالدين بميولات وحاجيات الطفل لتحقيق أهداف التربية الوالدية 
 


",خطأ,false ,صحيح,true ,,,,,,,,
FMPS_C003,التربية الوالدية,التربية الوالدية الاختبار النهائي,FMPS_C003_QG3,FMPS_C003_QG3_Q7,"صحيح او  خطأ
أسلوب العنف اللفظي والنفسي هو فرض الأم أو الأب أو كليهما الرأي على الطفل والتصدي لرغابته التلقائية وميولاته والحيلولة دون تحقيقها 
 


",خطأ,false ,صحيح,true ,,,,,,,,
FMPS_C003,التربية الوالدية,التربية الوالدية الاختبار النهائي,FMPS_C003_QG3,FMPS_C003_QG3_Q8,"صحيح او  خطأ
أسلوب القسوة يجعل الطفل يحترم القواعد والقوانين.

 
 


",خطأ,false ,صحيح,true ,,,,,,,,
FMPS_C003,التربية الوالدية,التربية الوالدية الاختبار النهائي,FMPS_C003_QG3,FMPS_C003_QG3_Q9,"صحيح او  خطأ
عندما نتحدث عن أسلوب التفرقة فالمقصود به التمييز بين الأطفال وذلك بتفضيل بعضهم عن بعض. 
",صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C003,التربية الوالدية,التربية الوالدية الاختبار النهائي,FMPS_C003_QG3,FMPS_C003_QG3_Q10,"صحيح او  خطأ
يتجلى أسلوب الإهمال في عدم اهتمام الوالدين بشؤون واحتياجات الطفل.  
 ",صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C003,التربية الوالدية,التربية الوالدية الاختبار النهائي,FMPS_C003_QG3,FMPS_C003_QG3_Q11,"صحيح او  خطأ
المبدأ الأساسي لأسلوب الثناء والمدح هو الانتباه لسلوك الطفل المرغوب فيه ومدحه.
 ",صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C003,التربية الوالدية,التربية الوالدية الاختبار النهائي,FMPS_C003_QG3,FMPS_C003_QG3_Q12,"صحيح او  خطأ
التركيز على الحلول بدل اللوم حل لمواجهة السلوك السيء عند الطفل.",صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C003,التربية الوالدية,التربية الوالدية الاختبار النهائي,FMPS_C003_QG3,FMPS_C003_QG3_Q13,"صحيح او  خطأ
التواصل مع الآباء في بداية السنة الدراسية ونهايتها كاف لإشراكهم في العملية التعلمية 
",خطأ,false ,صحيح,true ,,,,,,,,
FMPS_C003,التربية الوالدية,التربية الوالدية الاختبار النهائي,FMPS_C003_QG3,FMPS_C003_QG3_Q14,"صحيح او  خطأ
حقيبة المعرفة تتضمن نماذج من الأنشطة المنجزة خلال الأسبوع
",صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C003,التربية الوالدية,التربية الوالدية الاختبار النهائي,FMPS_C003_QG3,FMPS_C003_QG3_Q15,"صحيح او  خطأ
فوائد مشاركة الآباء وأولياء الأمور في العملية التعليمية التعلمية تعود على كل من المربية والوالدين بالإضافة للطفل ",صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C004,نظريات التعلم,نظريات التعلم الاختبار النهائي,FMPS_C004_QG4,FMPS_C004_QG4_Q1,"من بين الاختيارات التالية، حدد الصحيحة:
"," نظريات التعلم هي مجموعة من التقنيات التي تساعد على تنشيط المجالات التعلم و تفعيل الكفايات.
",true , نظريات التعلم هي مجموعة من النظريات والأفكار التي تسعى إلى فهم كيفية اكتساب الأفراد للمعرفة والمهارات وتطويرها عبر الزمن ..,false ,,,,,,,,
FMPS_C004,نظريات التعلم,نظريات التعلم الاختبار النهائي,FMPS_C004_QG4,FMPS_C004_QG4_Q2,"صحيح او  خطأ
فهم نظريات التعلم سيساعد المربيين على تحسين أساليبهم التعليمية وضبطها وفقًا لاحتياجات الأطفال واستجابتهم وستساهم أيضًا في توجيه البحوث العلمية التي تستهدف فهم طبيعة التعلم وتحديد العوامل المؤثرة فيه.",صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C004,نظريات التعلم,نظريات التعلم الاختبار النهائي,FMPS_C004_QG4,FMPS_C004_QG4_Q3,"صحيح او  خطأ
تتجسد أهمية نظريات التعلم في قدرتها على معالجة التحديات التعلمية وتحسين التفاعل مع الأطفال.",صحيح,true ,خطأ,false ,,,,,,,,
FMPS_C004,نظريات التعلم,نظريات التعلم الاختبار النهائي,FMPS_C004_QG4,FMPS_C004_QG4_Q4,"من بين الاختيارات التالية، حدد الصحيحة:
النظرية السلوكية هي نظرية نفسية شاملة تركز على تفسير السلوك البشري وتأثير البيئة والتجارب على هذا السلوك وتتناول النظرية السلوكية عدة مفاهيم مهمة، ومن بينها :
"," تكيف المهارات الحركية والابداعية 
",false ,التعلم والتكيف والمحفزات والعقوبة والتعزيز ,true ,,,,,,,,
FMPS_C004,نظريات التعلم,نظريات التعلم الاختبار النهائي,FMPS_C004_QG4,FMPS_C004_QG4_Q5,"صحيح او  خطأ
يمكن استخدام نظرية العمل والمكافأة في تحفيز الأطفال على تعلم سلوكيات جديدة وإظهار سلوك مرغوب. على سبيل المثال، يمكن إعطاء المكافآت والثناء عندما يقوم الطفل بمشاركة أفكاره التعاون مع الآخرين والقيام بأنشطة إيجابية.",صحيح,true ,,,,,,,,,,
