course_code,module_code,module_name,content_code,content_name,framework_languages,content_url,content_do_id,course_name
FMPS_C001,FMPS_C001_1,التواصل المهني,FMPS_C001_V01,التواصل المهني,"arabic;english,french",https://drive.google.com/file/d/1YxYbGL0octT3sHg3AhgHw_W6u6j536I1/view?usp=drive_link,do_2143197178119454721222,التواصل المهني
FMPS_C003,FMPS_C003_6,فوائد مشاركة الآباء وأولياء الأمور في العملية التعليمية التعلمية,FMPS_C003_QV06,الاختبار فوائد مشاركة الآباء وأولياء الأمور في العملية التعليمية التعلمية,"arabic;english,french",https://docs.google.com/spreadsheets/d/1dL28hvfHeCiAI8urYSXAAW9Ym5T8czuUQnKWYF0cpYo/edit?usp=drive_link,,التربية الوالدية
FMPS_C003,FMPS_C003_G3,,FMPS_C003_QG3,التربية الوالدية الاختبار النهائي,"arabic;english,french",https://docs.google.com/spreadsheets/d/1_YIBvGtbUmPlb3pG-k2bA_SYzj98Y0r5NjSYpuYYBBU/edit?usp=drive_link,,التربية الوالدية
FMPS_C004,FMPS_C004_1,تعريف نظريات التعلم واهميتها,FMPS_C004_V01,تعريف نظريات التعلم واهميتها,"arabic;english,french",https://drive.google.com/file/d/1gIVQdvWiGZqMxyt6WskIegLlgIlMLd5K/view?usp=drive_link,do_2143197198435450881236,نظريات التعلم
FMPS_C004,FMPS_C004_1,تعريف نظريات التعلم واهميتها,FMPS_C004_QV01,الاختبار تعريف نظريات التعلم واهميتها,"arabic;english,french",https://docs.google.com/spreadsheets/d/1m5Gb3KMbXeH-IVakKh8xcTEeJX-Qxz5tLm1u_B0nhIc/edit?usp=drive_link,,نظريات التعلم
FMPS_C004,FMPS_C004_2,النظرية السلوكية,FMPS_C004_V02,النظرية السلوكية,"arabic;english,french",https://drive.google.com/file/d/1ChYINd0_NKthFBDpuTdJIjcFg7DrN7ry/view?usp=drive_link,do_2143197199655075841237,نظريات التعلم
FMPS_C004,FMPS_C004_2,النظرية السلوكية,FMPS_C004_QV02,الاختبار النظرية السلوكية,"arabic;english,french",https://docs.google.com/spreadsheets/d/1JIYF7hUBrrWHfujlEEHbzzGlOWayHTvGwy1YUNvXdc0/edit?usp=drive_link,,نظريات التعلم
FMPS_C004,FMPS_C004_3,التطبيق البيداغوجي للنظرية السلوكية,FMPS_C004_V03,التطبيق البيداغوجي للنظرية السلوكية,"arabic;english,french",https://drive.google.com/file/d/11McgijhN26uvW4hc4ihI8BrSIUZu0q8R/view?usp=drive_link,do_2143197200984145921238,نظريات التعلم
FMPS_C004,FMPS_C004_3,التطبيق البيداغوجي للنظرية السلوكية,FMPS_C004_QV03,الاختبار التطبيق البيداغوجي للنظرية السلوكية,"arabic;english,french",https://docs.google.com/spreadsheets/d/1gAlIXuMNULvgLJErGc2jfwrvMma0iB-tUJfmhY0b-38/edit?usp=drive_link,,نظريات التعلم
FMPS_C004,FMPS_C004_4,النظرية البنائية,FMPS_C004_V04,النظرية البنائية,"arabic;english,french",https://drive.google.com/file/d/12gjq3FV0FKvpsUm6ul4J2Slqlw6qgFSr/view?usp=drive_link,do_2143197202399150081239,نظريات التعلم
FMPS_C004,FMPS_C004_4,النظرية البنائية,FMPS_C004_QV04,الاختبار النظرية البنائية,"arabic;english,french",https://docs.google.com/spreadsheets/d/1TfkjYKjrBYhzwmhRa_lF87bw4JXGianOkiTQOiktyGU/edit?usp=drive_link,,نظريات التعلم
FMPS_C004,FMPS_C004_5,التطبيق البيداغوجي للنظرية البنائية,FMPS_C004_V05,التطبيق البيداغوجي للنظرية البنائية,"arabic;english,french",https://drive.google.com/file/d/1eeUkSEE4HNIVJFAsXVqvSCqSJ58_R03G/view?usp=drive_link,do_2143197203745505281240,نظريات التعلم
FMPS_C004,FMPS_C004_5,التطبيق البيداغوجي للنظرية البنائية,FMPS_C004_QV05,الاختبار التطبيق البيداغوجي للنظرية البنائية,"arabic;english,french",https://docs.google.com/spreadsheets/d/1k8suinmTiC4oyB5NlKkKoVgf3oMJPb-mq43J9fIXt-g/edit?usp=drive_link,,نظريات التعلم
FMPS_C004,FMPS_C004_6,النظرية الجشطالتية,FMPS_C004_V06,النظرية الجشطالتية,"arabic;english,french",https://drive.google.com/file/d/1Fh-ZGbavixJH7GEgaq1jFrb2MRpOmeds/view?usp=drive_link,do_2143197204968488961241,نظريات التعلم
FMPS_C004,FMPS_C004_6,النظرية الجشطالتية,FMPS_C004_QV06,الاختبار النظرية الجشطالتية,"arabic;english,french",https://docs.google.com/spreadsheets/d/16Cgi4qj2a3SDb2BJ7-0H461ahP6hezJbUVorDEoSJ9M/edit?usp=drive_link,,نظريات التعلم
FMPS_C004,FMPS_C004_7,التطبيق البيداغوجي للنظرية الجشطلتية,FMPS_C004_V07,التطبيق البيداغوجي للنظرية الجشطلتية,"arabic;english,french",https://drive.google.com/file/d/1OxVboD8ZVf9JKKXgmu7UmFxAVZWp-EDM/view?usp=drive_link,do_2143197206243737601242,نظريات التعلم
FMPS_C004,FMPS_C004_7,التطبيق البيداغوجي للنظرية الجشطلتية,FMPS_C004_QV07,الاختبار التطبيق البيداغوجي للنظرية الجشطلتية,"arabic;english,french","https://docs.google.com/spreadsheets/d/1TfkjYKjrBYhzwmhRa_lF87bw4JXGianOkiTQOiktyGU/edit?usp=sharing,",,نظريات التعلم
FMPS_C004,FMPS_C004_8,النظرية السوسيوبنائية,FMPS_C004_V08,النظرية السوسيوبنائية,"arabic;english,french",https://drive.google.com/file/d/10GovfavLWGkpe6ES_uOn8G0XvSfs7fUC/view?usp=drive_link,do_2143197207476961281243,نظريات التعلم
FMPS_C004,FMPS_C004_8,النظرية السوسيوبنائية,FMPS_C004_QV08,الاختبار النظرية السوسيوبنائية,"arabic;english,french",https://docs.google.com/spreadsheets/d/12Fn90KkUItXTLF0sBFeZAzy5cSdOCsGeQhLIDowtOQQ/edit?usp=drive_link,,نظريات التعلم
FMPS_C004,FMPS_C004_9,كيفية التطبيق البيداغوجي للنظرية السوسيوبنائية,FMPS_C004_V09,كيفية التطبيق البيداغوجي للنظرية السوسيوبنائية,"arabic;english,french",https://drive.google.com/file/d/1GTsONIxoJVPFJ99zUeSrqTN2aKK57kAE/view?usp=drive_link,do_2143197208678809601244,نظريات التعلم
FMPS_C004,FMPS_C004_9,كيفية التطبيق البيداغوجي للنظرية السوسيوبنائية,FMPS_C004_QV09,الاختبار كيفية التطبيق البيداغوجي للنظرية السوسيوبنائية,"arabic;english,french","https://docs.google.com/spreadsheets/d/1k8suinmTiC4oyB5NlKkKoVgf3oMJPb-mq43J9fIXt-g/edit?usp=sharing,",,نظريات التعلم
FMPS_C004,FMPS_C004_V10,النظرية المعرفية,FMPS_C004_V10,النظرية المعرفية,"arabic;english,french",https://drive.google.com/file/d/1vekWao-XjO7XIE3fEk0fYoUcfhj5BVLh/view?usp=drive_link,do_2143197209892044801245,نظريات التعلم
FMPS_C004,FMPS_C004_V10,النظرية المعرفية,FMPS_C004_QV10,الاختبار النظرية المعرفية,"arabic;english,french"," https://docs.google.com/spreadsheets/d/1m5Gb3KMbXeH-IVakKh8xcTEeJX-Qxz5tLm1u_B0nhIc/edit?usp=sharing,",,نظريات التعلم
FMPS_C004,FMPS_C004_V11,مبادئ واسس النظرية المعرفية,FMPS_C004_V11,مبادئ واسس النظرية المعرفية,"arabic;english,french",https://drive.google.com/file/d/1FnOtBl8keE9128uHvljKpqbtzWnQfPWF/view?usp=drive_link,do_2143197211067105281246,نظريات التعلم
FMPS_C004,FMPS_C004_V11,مبادئ واسس النظرية المعرفية,FMPS_C004_QV11,الاختبار مبادئ واسس النظرية المعرفية,"arabic;english,french",https://docs.google.com/spreadsheets/d/1scAnip5SYpxIqrnAoq1bBlV7KqlosuqSVjTeRVzb7a4/edit?usp=drive_link,,نظريات التعلم
FMPS_C004,FMPS_C004_V12,خلاصة لنظريات التعلم,FMPS_C004_V12,خلاصة لنظريات التعلم,"arabic;english,french",https://drive.google.com/file/d/1v1ZU4hjg6MAT4PUdU97qqcCVBkB_6aO_/view?usp=drive_link,do_2143197212350300161247,نظريات التعلم
FMPS_C004,FMPS_C004_V12,خلاصة لنظريات التعلم,FMPS_C004_QV12,الاختبار خلاصة لنظريات التعلم,"arabic;english,french",https://docs.google.com/spreadsheets/d/14PeaO9V5fGMBCc8Re20K9yYsX4vbkZsEgBlkQ2U1PPM/edit?usp=drive_link,,نظريات التعلم
FMPS_C004,FMPS_C004_G4,,FMPS_C004_QG4,نظريات التعلم الاختبار النهائي,"arabic;english,french",https://docs.google.com/spreadsheets/d/1h7AwI9ZA_Qv7op4WeYs54mRZTXADoFiIJrMLGF3bDfI/edit?usp=drive_link,,نظريات التعلم
FMPS_C005,FMPS_C005_1,مقدمة,FMPS_C005_V01,مقدمة,"arabic;english,french",https://drive.google.com/file/d/1DntvAiNZODiXY-OCmxm119tTAB3f3XsT/view?usp=drive_link,do_2143197213542563841248,الإضطرابات السلوكية عند الأطفال
FMPS_C005,FMPS_C005_1,مقدمة,FMPS_C005_QV01,الاختبار مقدمة,"arabic;english,french",,,الإضطرابات السلوكية عند الأطفال
FMPS_C005,FMPS_C005_2,سلوك الكدب عند الطفل,FMPS_C005_V02,سلوك الكدب عند الطفل,"arabic;english,french",https://drive.google.com/file/d/1axK7sG1gm68BEcwM3NWa7uugnsB5O8pM/view?usp=drive_link,do_2143197218658713601249,الإضطرابات السلوكية عند الأطفال
FMPS_C005,FMPS_C005_2,سلوك الكدب عند الطفل,FMPS_C005_QV02,الاختبار سلوك الكدب عند الطفل,"arabic;english,french",,,الإضطرابات السلوكية عند الأطفال
FMPS_C005,FMPS_C005_3,سلوك العناد عند الطفل,FMPS_C005_V03,سلوك العناد عند الطفل,"arabic;english,french",https://drive.google.com/file/d/1NC0h6-4bqPHQWIpb6sNtB7TH20yQsVo3/view?usp=drive_link,do_2143197224254750721250,الإضطرابات السلوكية عند الأطفال
FMPS_C005,FMPS_C005_3,سلوك العناد عند الطفل,FMPS_C005_QV03,الاختبار سلوك العناد عند الطفل,"arabic;english,french",,,الإضطرابات السلوكية عند الأطفال
FMPS_C005,FMPS_C005_4,سلوك العدوانية عند الطفل,FMPS_C005_V04,سلوك العدوانية عند الطفل,"arabic;english,french",https://drive.google.com/file/d/1SY0YGbG2HXYjwu5DYx98XW8DfV_5k1MV/view?usp=drive_link,do_2143197228302909441251,الإضطرابات السلوكية عند الأطفال
FMPS_C005,FMPS_C005_4,سلوك العدوانية عند الطفل,FMPS_C005_QV04,الاختبار سلوك العدوانية عند الطفل,"arabic;english,french",,,الإضطرابات السلوكية عند الأطفال
FMPS_C005,FMPS_C005_5,سلوك الألفاظ النابية عند الأطفال,FMPS_C005_V05,سلوك الألفاظ النابية عند الأطفال,"arabic;english,french",https://drive.google.com/file/d/1X1WOjS5NmXH7q7MtQqBsjkJ04n3seWBC/view?usp=drive_link,do_2143197239210885121252,الإضطرابات السلوكية عند الأطفال
FMPS_C005,FMPS_C005_5,سلوك الألفاظ النابية عند الأطفال,FMPS_C005_QV05,الاختبار سلوك الألفاظ النابية عند الأطفال,"arabic;english,french",,,الإضطرابات السلوكية عند الأطفال
FMPS_C005,FMPS_C005_6,سلوك السرقة عند الطفل,FMPS_C005_V06,سلوك السرقة عند الطفل,"arabic;english,french",https://drive.google.com/file/d/1AesStgOPtwu5_zyyAQ0L7noi_WVjZiYJ/view?usp=drive_link,do_2143197242951843841253,الإضطرابات السلوكية عند الأطفال
FMPS_C005,FMPS_C005_6,سلوك السرقة عند الطفل,FMPS_C005_QV06,الاختبار سلوك السرقة عند الطفل,"arabic;english,french",,,الإضطرابات السلوكية عند الأطفال
FMPS_C005,FMPS_C005_7,سلوك الخجل عند الطفل,FMPS_C005_V07,سلوك الخجل عند الطفل,"arabic;english,french",https://drive.google.com/file/d/1LkiRHYqu-x2g-VRSCKR2SI9_E0wqj4MO/view?usp=drive_link,do_2143197249078231041254,الإضطرابات السلوكية عند الأطفال
FMPS_C005,FMPS_C005_7,سلوك الخجل عند الطفل,FMPS_C005_QV07,الاختبار سلوك الخجل عند الطفل,"arabic;english,french",,,الإضطرابات السلوكية عند الأطفال
FMPS_C005,FMPS_C005_8,سلوك العصبية عند الطفل,FMPS_C005_V08,سلوك العصبية عند الطفل,"arabic;english,french",https://drive.google.com/file/d/1YpTD69_hLNE7CSjkayYDxKjqfbb9eeYG/view?usp=drive_link,do_2143197258819010561255,الإضطرابات السلوكية عند الأطفال
FMPS_C005,FMPS_C005_8,سلوك العصبية عند الطفل,FMPS_C005_QV08,الاختبار سلوك العصبية عند الطفل,"arabic;english,french",,,الإضطرابات السلوكية عند الأطفال
FMPS_C005,FMPS_C005_9,سلوك القلق و الخوف عند الطفل,FMPS_C005_V09,سلوك القلق و الخوف عند الطفل,"arabic;english,french",https://drive.google.com/file/d/17WXs6EF-yzvRZqwW23A3H2u3kb1gAeL2/view?usp=drive_link,do_2143197267879444481256,الإضطرابات السلوكية عند الأطفال
FMPS_C005,FMPS_C005_9,سلوك القلق و الخوف عند الطفل,FMPS_C005_QV09,الاختبار سلوك القلق و الخوف عند الطفل,"arabic;english,french",,,الإضطرابات السلوكية عند الأطفال
FMPS_C005,FMPS_C005_V10,سلوك رهاب المدرسة عند الطفل,FMPS_C005_V10,سلوك رهاب المدرسة عند الطفل,"arabic;english,french",https://drive.google.com/file/d/1G9-NInva9B6OIUDxvSlLte2b-ORGGPYT/view?usp=drive_link,do_2143197281186201601257,الإضطرابات السلوكية عند الأطفال
FMPS_C005,FMPS_C005_,,FMPS_C005_QV0,الاختبار سلوك رهاب المدرسة عند الطفل,"arabic;english,french",,,الإضطرابات السلوكية عند الأطفال
FMPS_C005,FMPS_C005_G5,,FMPS_C005_QG5,الاختبار النهائي,"arabic;english,french",,,الإضطرابات السلوكية عند الأطفال
FMPS_C006,FMPS_C006_1,مقدمة أنواع الملصقات,FMPS_C006_V01,مقدمة أنواع الملصقات,"arabic;english,french",https://drive.google.com/file/d/1rMYyVKF_wajOqGh4bgeptYEZ7yPKH09j/view?usp=drive_link,do_2143197285114019841258,الملصقات التربوية 2024
FMPS_C006,FMPS_C006_1,مقدمة أنواع الملصقات,FMPS_C006_QV01,الاختبار مقدمة أنواع الملصقات,"arabic;english,french",https://drive.google.com/open?id=11CiG162AUag0tHj4vqK6FDbib1Y0IhSUgtuiiP5OuYU&usp=drive_copy,,الملصقات التربوية 2024
FMPS_C006,FMPS_C006_2,ملصق الحضور,FMPS_C006_V02,ملصق الحضور,"arabic;english,french",https://drive.google.com/file/d/12G4rqg1QqUx7sWC9afLMpmsBksIab36O/view?usp=drive_link,do_2143197286645104641259,الملصقات التربوية 2024
FMPS_C006,FMPS_C006_2,ملصق الحضور,FMPS_C006_QV02,الاختبار ملصق الحضور,"arabic;english,french",video 2-quiz2-les affichages ,,الملصقات التربوية 2024
FMPS_C006,FMPS_C006_3,مبدأ التدرج الخاص بملصق الحضور,FMPS_C006_V03,مبدأ التدرج الخاص بملصق الحضور,"arabic;english,french",https://drive.google.com/file/d/1P50yepJaro2Qpkvg0oQM7aMw6In2mo7d/view?usp=drive_link,do_2143197288347729921260,الملصقات التربوية 2024
FMPS_C006,FMPS_C006_3,مبدأ التدرج الخاص بملصق الحضور,FMPS_C006_QV03,الاختبار مبدأ التدرج الخاص بملصق الحضور,"arabic;english,french",VIDEO 3-quiz -les affichages ,,الملصقات التربوية 2024
FMPS_C006,FMPS_C006_4,ملصق المسؤوليات,FMPS_C006_V04,ملصق المسؤوليات,"arabic;english,french",https://drive.google.com/file/d/13sSELOWDSbHPFRAf4dvEu1QpPPuBpi31/view?usp=drive_link,do_2143197289801072641261,الملصقات التربوية 2024
FMPS_C006,FMPS_C006_4,ملصق المسؤوليات,FMPS_C006_QV04,الاختبار ملصق المسؤوليات,"arabic;english,french",video 4-quiz -les affichages ,,الملصقات التربوية 2024
FMPS_C006,FMPS_C006_5,ملصق اليومية,FMPS_C006_V05,ملصق اليومية,"arabic;english,french",https://drive.google.com/file/d/1xlUn-6rjLWvpzOlrltf2F0ypLzFf4P-E/view?usp=drive_link,do_2143197291125391361262,الملصقات التربوية 2024
FMPS_C006,FMPS_C006_5,ملصق اليومية,FMPS_C006_QV05,الاختبار ملصق اليومية,"arabic;english,french",VIDEO5-quiz5 - les affichages ,,الملصقات التربوية 2024
FMPS_C006,FMPS_C006_6,مبدأ التدرج الخاص بملصق اليومية,FMPS_C006_V06,مبدأ التدرج الخاص بملصق اليومية,"arabic;english,french",https://drive.google.com/file/d/1VThscV0JGCFcteohqSqrBZA0qhRJbkGH/view?usp=drive_link,do_2143197292777308161263,الملصقات التربوية 2024
FMPS_C006,FMPS_C006_6,مبدأ التدرج الخاص بملصق اليومية,FMPS_C006_QV06,الاختبار مبدأ التدرج الخاص بملصق اليومية,"arabic;english,french",video6-quiz6-les affichages ,,الملصقات التربوية 2024
FMPS_C006,FMPS_C006_7,ملصق حالة الطقس,FMPS_C006_V07,ملصق حالة الطقس,"arabic;english,french",https://drive.google.com/file/d/1wReMu-YSCcD1OepVLMnBWA5MFvnIznxh/view?usp=drive_link,do_2143197294460846081264,الملصقات التربوية 2024
FMPS_C006,FMPS_C006_7,ملصق حالة الطقس,FMPS_C006_QV07,الاختبار ملصق حالة الطقس,"arabic;english,french",https://drive.google.com/open?id=1r5H2xIslJYHb3bWm162xTlSUxcguQWfWUjYApu3WDoM&usp=drive_copy,,الملصقات التربوية 2024
FMPS_C006,FMPS_C006_8,مبدأ التدرج الخاص بملصق حالة الطقس,FMPS_C006_V08,مبدأ التدرج الخاص بملصق حالة الطقس,"arabic;english,french",https://drive.google.com/file/d/1tm2QNO8bXvu1xbpPhCumcj76BMwH7DCP/view?usp=drive_link,do_2143197295923855361265,الملصقات التربوية 2024
FMPS_C006,FMPS_C006_8,مبدأ التدرج الخاص بملصق حالة الطقس,FMPS_C006_QV08,الاختبار مبدأ التدرج الخاص بملصق حالة الطقس,"arabic;english,french",video 8-quiz8- les affichages ,,الملصقات التربوية 2024
FMPS_C006,FMPS_C006_9,ملصق فصول السنة+ملصق الاعداد+ملصق الحروف الهجائية,FMPS_C006_V09,ملصق فصول السنة+ملصق الاعداد+ملصق الحروف الهجائية,"arabic;english,french",https://drive.google.com/file/d/1UyIdPNBB0u5UWP2997mdCGZfhZFEZmYh/view?usp=drive_link,do_2143197297295523841266,الملصقات التربوية 2024
FMPS_C006,FMPS_C006_9,ملصق فصول السنة+ملصق الاعداد+ملصق الحروف الهجائية,FMPS_C006_QV09,الاختبار ملصق فصول السنة+ملصق الاعداد+ملصق الحروف الهجائية,"arabic;english,french",VIDEO 9- quiz 9- les affichages ,,الملصقات التربوية 2024
